panel zone shear distortion (rad),panel zone shear force (kN)
-0.000686244,-655.4536268
-0.000661751,-627.7631845
-0.00063303,-598.8788959
-0.000606834,-572.0239577
-0.000573472,-544.5711527
-0.000543487,-516.5233113
-0.000521548,-488.3547648
-0.000489888,-457.4411264
-0.000459036,-428.7963616
-0.000425676,-398.2410657
-0.000404124,-369.5953579
-0.00036951,-340.2339082
-0.000340816,-311.5882004
-0.000309952,-284.6135001
-0.00028167,-254.6551273
-0.000254211,-224.9353352
-0.000225517,-195.215543
-0.000194654,-165.1374084
-0.000168486,-135.6571399
-0.000146958,-106.3428405
-0.000126691,-77.54219676
-9.67E-05,-51.33161462
-6.88E-05,-22.9856886
-4.43E-05,8.430138429
-1.10E-05,39.37919611
1.61E-05,68.95574559
5.15E-05,99.76159829
7.72E-05,128.836374
0.000109065,158.1987667
0.000126392,188.1571395
0.000151901,216.0861624
0.000183835,246.5216964
0.000217609,276.4810123
0.000253882,306.4393851
0.00028631,336.6363385
0.000314648,366.5947113
0.000340404,396.5530841
0.000372064,426.6312187
0.000401307,457.0667529
0.000431154,487.6220488
0.000457405,518.0575826
0.000491975,548.2545364
0.000521877,578.8098323
0.000554553,609.6037086
0.000586405,639.9204241
0.000618257,669.759978
0.000647638,700.4340926
0.000676744,730.9893885
0.000707497,760.9477615
0.000731112,791.0258958
0.000763513,821.46143
0.000787676,848.1975495
0.000813762,876.4849147
0.000840397,905.4880224
0.000869778,932.7013031
0.000896962,959.9145843
0.000924969,989.5155574
0.000954899,1019.833215
0.000983731,1049.669941
0.00101915,1077.714953
0.0010348,1106.844424
0.00106254,1134.776275
0.00108917,1163.896315
0.00111993,1192.658013
0.00114793,1222.494738
0.00117429,1252.340893
0.00119983,1279.791811
0.00122784,1309.628536
0.00125173,1339.465262
0.00127589,1365.727992
0.00130527,1394.376528
0.00130747,1397.950523
0.00132779,1423.015635
0.00132724,1393.178911
0.00132641,1363.342185
0.00132696,1333.49603
0.00132669,1303.659305
0.00132669,1273.82258
0.00132394,1242.788237
0.00131406,1212.951512
0.00128962,1183.114787
0.00126573,1154.230499
0.00123635,1124.629526
0.00121576,1095.858398
0.0011861,1065.663331
0.00115837,1037.618318
0.0011342,1008.253096
0.00110235,977.935438
0.00107187,947.259437
0.00104936,917.9017594
0.0010197,889.1362899
0.000988399,860.0134206
0.000959018,830.6519709
0.000929912,800.4550175
0.000899982,770.7352257
0.000869503,739.941349
0.000838475,709.982976
0.000810467,679.4276801
0.000782734,648.5140421
0.000751706,618.4368504
0.000722874,588.0003732
0.000694592,557.9231815
0.000662191,527.7252851
0.000635556,496.692828
0.000600134,465.8989513
0.000567459,435.8208168
0.000538078,404.6695409
0.000508478,374.8299869
0.000468333,343.6777679
0.000438431,313.2422338
0.000413883,282.4483572
0.000382223,251.2961383
0.000348943,221.2189466
0.000322226,191.2605738
0.000289249,160.7052779
0.000254541,130.7469051
0.000220575,101.2892688
0.00018573,70.79385382
0.000154619,42.13635845
0.000134355,14.55313607
0.000111097,-15.01737816
7.05E-05,-44.28952514
4.48E-05,-74.47478531
1.39E-05,-104.5049209
-1.61E-05,-135.0602168
-4.94E-05,-164.8988277
-7.22E-05,-193.5445356
-0.000105142,-221.4735584
-0.000133429,-250.5973705
-0.000158774,-278.7649739
-0.000189601,-309.4400317
-0.000221261,-339.8755657
-0.00024872,-368.878673
-0.000274064,-397.6441426
-0.000301083,-424.6188429
-0.000332331,-453.2636075
-0.000360229,-482.7448194
-0.000397814,-511.0321846
-0.000422288,-540.1550535
-0.000452696,-569.9946074
-0.000479314,-597.8048114
-0.00051353,-628.1205839
-0.000535909,-655.8119689
-0.000564603,-683.6221729
-0.000595,-709.9990074
-0.000620783,-736.9737078
-0.000647802,-765.7391772
-0.000672707,-795.4589694
-0.000701457,-825.5361611
-0.000728064,-850.1241117
-0.000753353,-876.8592886
-0.000785123,-904.4309119
-0.000812499,-930.3315277
-0.000839079,-958.5000743
-0.000866647,-987.1486111
-0.000890756,-1013.996006
-0.000910856,-1035.600284
-0.000942488,-1063.296384
-0.000969397,-1090.26637
-0.000998229,-1114.859978
-0.00102322,-1142.546649
-0.0010471,-1169.761815
-0.00107649,-1196.373459
-0.0011001,-1221.919504
-0.00112371,-1248.172804
-0.00115584,-1274.435535
-0.00118632,-1301.886453
-0.00120472,-1318.596528
-0.00123602,-1348.433253
-0.00123684,-1317.40834
-0.00123767,-1287.562185
-0.00123629,-1258.923078
-0.00123629,-1230.274541
-0.00123602,-1202.34269
-0.00121405,-1173.222649
-0.00118495,-1143.744267
-0.001152,-1113.304018
-0.00112179,-1085.494757
-0.00109488,-1055.177098
-0.00106523,-1026.528562
-0.00103969,-999.6811672
-0.00101553,-970.5516971
-0.000987245,-941.9088185
-0.000954844,-912.6661874
-0.00091588,-883.6630802
-0.000889795,-854.1818688
-0.000864121,-825.2975803
-0.000834768,-797.6071379
-0.000805277,-770.0355147
-0.000776501,-740.9126458
-0.00074366,-710.7156924
-0.000709886,-683.1440687
-0.000684954,-657.8403762
-0.000656672,-629.0758493
-0.000631327,-601.6239878
-0.000606422,-574.7690496
-0.000572209,-546.9588455
-0.000540549,-517.5973958
-0.00051688,-488.2350031
-0.000488172,-459.5902379
-0.000455241,-429.2735229
-0.000422299,-400.1506538
-0.000399058,-369.1181966
-0.00036443,-339.8755657
-0.000333182,-310.8715155
-0.000303197,-283.0622545
-0.000274064,-252.0288543
-0.000247484,-223.6226701
-0.000218323,-193.902878
-0.000187487,-164.063324
-0.000160476,-134.1049512
-0.000141046,-106.4984366
-0.000117399,-76.62314267
-8.57E-05,-48.72957686
-5.53E-05,-21.45311447
-3.29E-05,9.957865503
-8.02E-06,40.91893709
1.94E-05,70.34026769
5.24E-05,100.6810296
7.91E-05,129.6718778
0.000110576,158.7956898
0.000128753,189.1114621
0.000153411,215.9673436
0.000183286,245.3287933
0.000218296,275.4059849
0.000253882,305.3643577
0.000286722,335.5622541
0.000315609,365.7592075
0.000340816,396.4333223
0.000373025,426.8697993
0.00040117,457.6636758
0.000432939,488.5763712
0.000457405,518.0575826
0.00049236,548.1357173
0.000520779,578.213852
0.000552082,608.7682049
0.00058311,638.1305976
0.000616884,668.0889702
0.000644068,698.285924
0.000674547,729.0798003
0.00070585,759.3965158
0.000728915,788.399623
0.000759943,818.9549189
0.000785754,847.0037033
0.00081184,875.2910685
0.000837651,903.4596151
0.000867855,931.9855611
0.000896138,960.1503356
0.000923871,988.6762816
0.000951055,1016.730724
0.000979337,1047.284134
0.00101394,1074.018368
0.00103371,1104.816959
0.00106089,1134.05959
0.00108917,1163.896315
0.00111883,1191.469825
0.00114546,1220.108932
0.00117402,1251.143275
0.00120065,1279.791811
0.00122866,1310.826155
0.0012531,1340.662879
0.00127562,1365.727992
0.00130527,1394.376528
0.00130719,1397.950523
0.00132724,1368.113798
0.00132751,1337.079455
0.00132696,1307.24273
0.00132641,1277.406005
0.00132559,1245.174044
0.00131543,1215.337319
0.00129154,1185.500594
0.00126793,1156.729466
0.00123882,1128.326111
0.00122042,1101.95022
0.00119351,1072.707589
0.00116358,1043.229206
0.00113805,1014.222327
0.00110812,984.8571053
0.00107929,955.2561322
0.00105622,926.0172732
0.00103233,897.4913272
0.000994714,867.2943738
0.000965883,838.0517428
0.000936227,808.6902931
0.000908769,780.2841092
0.00087829,749.6090516
0.000847811,719.4120977
0.00081843,689.2151443
0.000793992,658.6598484
0.000761042,628.2233717
0.000733034,598.861922
0.000703928,568.6649686
0.000674822,538.2294344
0.000644892,507.7929571
0.000613589,477.5960037
0.000581463,447.7573929
0.00055016,417.9178389
0.000524074,387.4823048
0.000483957,357.6427508
0.000453588,327.2072167
0.000425773,297.2488439
0.000399577,266.693548
0.000365171,236.0184903
0.00033623,205.7027181
0.000307508,175.7434022
0.000274558,145.3078682
0.000237379,115.588076
0.000201134,85.20016379
0.000168486,55.32524706
0.00014067,24.97288615
0.000121065,-3.830143402
8.69E-05,-30.3368013
5.87E-05,-61.14265399
2.62E-05,-92.24696831
-3.79E-06,-120.5944974
-3.25E-05,-149.8597605
-5.70E-05,-176.2375377
-8.49E-05,-203.8091611
-0.000120351,-232.335107
-0.000142743,-261.9360804
-0.000174005,-292.013272
-0.000197207,-321.4944835
-0.000233947,-350.6173526
-0.000258028,-380.6954872
-0.000287601,-408.3859294
-0.000317998,-437.150456
-0.000342903,-466.8702481
-0.000377967,-493.7261298
-0.000406244,-522.8489987
-0.000432862,-552.4490292
-0.000462424,-581.2135556
-0.000496204,-609.8592633
-0.00052196,-638.9821322
-0.000543487,-665.7182522
-0.000575175,-694.1253791
-0.000605571,-721.1000795
-0.000635968,-751.8939562
-0.000658374,-779.4646364
-0.000685833,-807.3946022
-0.000710298,-834.726702
-0.000738937,-859.7918142
-0.00076873,-887.3634379
-0.000796079,-915.4112793
-0.000823071,-941.3118951
-0.00085149,-971.8719062
-0.000875571,-997.5311126
-0.000901712,-1024.265346
-0.00091934,-1045.869624
-0.000952922,-1074.518161
-0.000984499,-1101.96908
-0.00100921,-1127.505695
-0.0010309,-1153.287493
-0.00105644,-1180.738411
-0.00108665,-1206.407047
-0.00110889,-1233.857966
-0.00113552,-1257.72546
-0.0011638,-1285.176378
-0.00119566,-1310.241491
-0.00120444,-1319.794146
-0.0012352,-1349.630871
-0.00126375,-1374.695984
-0.0012654,-1344.859258
-0.00126622,-1293.531416
-0.00126568,-1256.527842
-0.00126156,-1215.950273
-0.00123245,-1177.522759
-0.00119236,-1139.679909
-0.00115062,-1101.129804
-0.00110971,-1063.173793
-0.00107758,-1026.415401
-0.00104106,-988.1010478
-0.00100509,-948.711667
-0.000965828,-913.2631107
-0.000918434,-874.9497005
-0.000884385,-837.2332135
-0.000848305,-800.4719919
-0.000807804,-762.8743236
-0.00077208,-726.828844
-0.000725098,-686.4860839
-0.000688771,-653.4242765
-0.000651592,-614.2753625
-0.000620371,-578.8268063
-0.000575175,-542.1844033
-0.000535909,-503.2740702
-0.000501695,-464.3637371
-0.000456913,-424.2605004
-0.000418913,-383.2019984
-0.00038302,-345.1271688
-0.00033656,-306.8137586
-0.000299408,-270.768279
-0.000259703,-228.2773501
-0.000219586,-187.5771905
-0.000184988,-147.8313535
-0.000157079,-110.3298719
-0.000126249,-71.56249837
-8.15E-05,-33.40421277
-4.64E-05,6.592049064
-5.49E-06,49.1903298
3.80E-05,90.71439414
7.43E-05,128.3592128
0.000116617,168.582211
0.000143251,207.3737256
0.000184933,247.476962
0.000235649,290.4450522
0.000279171,331.2649736
0.000318766,371.9660762
0.000358829,415.7696701
0.000401966,458.7377603
0.000442522,501.3475081
0.000483985,541.5714491
0.000527644,585.3750431
0.000571303,627.6264484
0.00061661,667.4920473
0.000653404,708.0733883
0.00069267,748.7735474
0.00072919,788.7579655
0.000773123,831.1291325
0.000804426,866.4588701
0.000838749,903.8170146
0.000875269,940.2208367
0.000918928,981.1605201
0.000951604,1016.843885
0.000990595,1056.120105
0.00103123,1094.547619
0.00106034,1133.937
0.00109796,1172.364513
0.00113558,1210.565706
0.00117237,1248.757468
0.00120862,1288.146849
0.00124733,1329.922036
0.00127616,1366.91618
0.00131076,1403.919754
0.00134124,1443.309135
0.00137804,1480.312709
0.00141593,1518.504471
0.00145355,1559.08204
0.00148512,1590.116383
0.00152082,1621.150727
0.00155459,1653.373258
0.00158782,1684.407601
0.00162599,1717.82775
0.00164878,1750.050282
0.00168447,1779.896437
0.00172841,1813.316586
0.00176575,1843.153311
0.00179513,1874.187654
0.00183357,1904.02438
0.00187613,1935.058723
0.00191156,1963.697829
0.00191897,1968.478872
0.00196455,1991.158178
0.00196949,1946.987755
0.00196867,1904.02438
0.00196922,1861.051574
0.00196839,1819.276388
0.00196785,1776.313012
0.00194094,1732.152019
0.00190881,1691.56502
0.00186488,1649.789833
0.00182369,1609.212264
0.00178882,1567.437078
0.00175422,1528.047697
0.00170919,1488.667746
0.00166882,1449.278366
0.00164466,1412.274791
0.00161418,1376.468836
0.00157436,1337.079455
0.00153977,1297.690074
0.00150105,1259.498312
0.00146233,1217.723125
0.00143131,1179.295611
0.00139451,1141.933694
0.00135305,1101.356126
0.00131598,1057.308293
0.00127699,1017.683161
0.00124047,979.6045594
0.00121246,943.2045093
0.00117045,903.2210347
0.0011375,865.1462053
0.00109961,828.5038024
0.00106007,790.0706304
0.00102821,748.7735474
0.000983181,709.6246339
0.000946112,672.5050698
0.000905199,633.2363942
0.000867032,593.9686611
0.000826942,555.5354892
0.000789324,515.3124907
0.000744566,473.2987232
0.000707497,433.6726481
0.000661642,390.9431385
0.000620728,347.2593065
0.000570479,304.2902733
0.00053039,264.9027788
0.000479838,223.7254579
0.000437031,179.8021021
0.000398204,136.1173271
0.000351277,94.09214907
0.000313055,52.71132739
0.00026827,12.57178516
0.000222112,-24.82257092
0.000175186,-68.65021148
0.00013397,-107.727174
0.000106951,-147.7115917
6.16E-05,-186.621925
1.82E-05,-226.6063427
-1.90E-05,-264.4425916
-5.91E-05,-302.5174211
-9.20E-05,-336.5335508
-0.000133869,-372.6987922
-0.000169323,-411.8477062
-0.000204813,-449.8027737
-0.00024872,-487.8776036
-0.000278293,-525.5940905
-0.000314208,-559.013297
-0.000354737,-598.2819731
-0.000399497,-634.8046138
-0.000433712,-672.4022821
-0.000470434,-710.2385308
-0.000510125,-749.5062638
-0.000538847,-784.477659
-0.000575147,-818.8521312
-0.000612353,-853.7047076
-0.000647391,-888.6761027
-0.000677348,-923.8860787
-0.000710738,-961.2442231
-0.000749564,-994.3060305
-0.000784683,-1029.631053
-0.000823482,-1065.804781
-0.000857174,-1101.723898
-0.000889328,-1134.549954
-0.000921894,-1166.659325
-0.000961983,-1199.956883
-0.000998778,-1232.660348
-0.00103722,-1272.049728
-0.0010688,-1306.658066
-0.00110861,-1340.078215
-0.00113854,-1374.695984
-0.00117836,-1409.304321
-0.00121927,-1443.922089
-0.00125085,-1478.530427
-0.00129945,-1513.148194
-0.00134805,-1553.725763
-0.00139308,-1587.145913
-0.00143098,-1620.566063
-0.00145761,-1649.214599
-0.00149331,-1681.437131
-0.00152406,-1712.471474
-0.00156058,-1747.089241
-0.00159188,-1779.311773
-0.00162456,-1811.534304
-0.00165147,-1842.568647
-0.00169266,-1873.60299
-0.00173686,-1903.439716
-0.00176762,-1936.859865
-0.00180579,-1966.70602
-0.00183379,-1991.771132
-0.00187443,-2018.024433
-0.00190848,-2013.25282
-0.00190738,-1970.280015
-0.0019093,-1926.119022
-0.00190903,-1884.343834
-0.00190024,-1842.568647
-0.00187333,-1800.793461
-0.00184917,-1757.830085
-0.00180743,-1718.440705
-0.00177256,-1677.863136
-0.00172863,-1637.276137
-0.00168607,-1596.698568
-0.00164515,-1557.309188
-0.00160644,-1517.919807
-0.00157101,-1479.728045
-0.00153642,-1445.119707
-0.00149441,-1405.730327
-0.00146255,-1369.92437
-0.00142411,-1332.920796
-0.00138182,-1295.917222
-0.0013464,-1260.111266
-0.00131126,-1226.691117
-0.00127007,-1190.168476
-0.00122861,-1152.815989
-0.00118193,-1116.048166
-0.00114403,-1078.69568
-0.00110394,-1042.880294
-0.00107154,-1006.961177
-0.001032,-970.4385366
-0.000986971,-932.0025355
-0.000946057,-895.2403709
-0.000914205,-859.1948913
-0.00087299,-821.4784039
-0.000828617,-782.4483091
-0.000792289,-747.5966757
-0.000747889,-710.1187691
-0.000713676,-674.1930512
-0.000677375,-636.5953829
-0.000642338,-602.5792536
-0.000598816,-565.5785082
-0.000568832,-530.4873509
-0.000532916,-493.0094448
-0.000491975,-455.8898807
-0.000458605,-418.7703167
-0.00042273,-380.3371447
-0.000377121,-339.8755657
-0.000339525,-301.920498
-0.000300259,-264.799991
-0.000266458,-227.0835039
-0.000227192,-186.0250019
-0.000195516,-147.473011
-0.000160045,-108.9568545
-0.000115296,-72.32633364
-7.69E-05,-35.24232099
-4.31E-05,2.605545758
-3.79E-06,43.05541257
3.47E-05,84.28110966
7.86E-05,121.7949447
0.000101816,158.7956898
0.000144295,196.8695764
0.000184467,233.9900834
0.000228785,272.7806548
0.000280791,313.3619956
0.000313467,353.2266515
0.000354325,393.9268111
0.000397051,437.6115862
0.000440573,479.7441727
0.000483436,522.3548631
0.000520779,562.8164424
0.000575147,605.5459518
0.00061304,646.2461115
0.000650933,686.4700525
0.000689375,726.9316317
0.000731112,766.1993644
0.000769005,806.6609432
0.000808545,844.3783736
0.000845339,881.6167564
0.000887351,917.9017594
0.000919752,953.9453529
0.00095737,991.7787729
0.00100103,1029.734784
0.00102739,1065.663331
0.00106254,1101.95022
0.0011029,1139.906231
0.00113997,1176.542032
0.0011721,1211.753894
0.00120477,1249.955087
0.00124294,1286.94923
0.00127754,1325.140993
0.00130994,1362.144567
0.00134289,1396.762335
0.00138023,1434.954097
0.00141895,1474.343478
0.00144943,1508.951816
0.00148567,1545.95539
0.00152,1580.563727
0.00155102,1616.379113
0.00159551,1653.373258
0.00162489,1691.56502
0.00165427,1727.380406
0.00169216,1763.186362
0.00173005,1797.7947
0.00176465,1834.798274
0.00179815,1871.801848
0.00183824,1909.993611
0.0018819,1945.799566
0.00191183,1980.407904
0.00195274,2013.828054
0.00197059,1969.66706
0.00196949,1925.506067
0.00197032,1882.542692
0.00196757,1840.767505
0.00194094,1797.7947
0.00190579,1754.831325
0.00186158,1714.244326
0.00182341,1676.052564
0.00178991,1636.663183
0.0017501,1596.085614
0.00170946,1555.498615
0.0016647,1513.732858
0.00163834,1476.729284
0.00160814,1438.537522
0.00156805,1399.148141
0.00153125,1359.758761
0.00149034,1320.36938
0.00145437,1278.594193
0.00142087,1241.600049
0.0013838,1203.398857
0.00134124,1162.821288
0.00130774,1121.640195
0.00126573,1080.826875
0.0012336,1043.342367
0.00120312,1008.734029
0.00116468,969.2220578
0.00113036,932.3439036
0.00109164,893.791913
0.00105183,854.642999
0.00102409,816.3295888
0.000980161,778.8516822
0.000940071,739.7027682
0.00090108,702.9406036
0.000864286,663.3145285
0.000821725,623.807272
0.00078191,581.436105
0.000737976,540.9745262
0.000702555,500.9901086
0.000655875,457.9022566
0.000615237,414.8144046
0.000566635,373.1589794
0.000522976,331.6233161
0.000474621,289.1323872
0.000432363,245.8059546
0.000388099,202.2409413
0.000344962,161.302201
0.000308772,120.9594409
0.000263602,81.52394733
0.000216621,40.29825023
0.000171479,-0.305552016
0.000133861,-34.93197756
0.000103766,-74.16444187
5.82E-05,-114.9241995
1.35E-05,-157.9762172
-2.83E-05,-197.3637118
-6.88E-05,-233.5289532
-0.000103047,-270.2911178
-0.000146102,-308.0076048
-0.00018369,-349.7818488
-0.000219586,-388.8119439
-0.000261406,-425.6929273
-0.000290539,-460.7831415
-0.000330244,-497.5453057
-0.000364869,-534.7846315
-0.000411327,-575.1264486
-0.000443832,-611.7688515
-0.000481843,-649.0081773
-0.000524047,-687.6799301
-0.00054983,-722.5315635
-0.00058657,-758.2196436
-0.000627538,-795.5777881
-0.0006609,-832.5785335
-0.00069256,-867.9082711
-0.000725071,-900.7305546
-0.000764886,-936.1800539
-0.000801131,-971.3909729
-0.000840479,-1007.677862
-0.000875022,-1040.975421
-0.000908055,-1074.159819
-0.000941389,-1107.457377
-0.000981479,-1140.396594
-0.0010202,-1173.939334
-0.00105452,-1211.17866
-0.00108582,-1243.401192
-0.00112481,-1278.018959
-0.00115392,-1311.439109
-0.00119758,-1343.66164
-0.00123218,-1379.467596
-0.00127227,-1417.659359
-0.001314,-1454.662933
-0.00135052,-1488.083082
-0.00138924,-1522.70085
-0.00142329,-1557.309188
-0.00145843,-1591.926956
-0.00149797,-1628.9211
-0.00153642,-1665.924674
-0.00157294,-1704.116436
-0.00161248,-1741.12001
-0.00164955,-1778.123584
-0.00168579,-1813.929541
-0.00173934,-1852.121303
-0.00177119,-1889.124877
-0.00181045,-1924.930833
-0.00184807,-1961.924977
-0.00188487,-1996.542745
-0.00188514,-1953.56994
-0.00188514,-1908.220759
-0.00188487,-1866.445571
-0.001878,-1825.858573
-0.00184038,-1784.083386
-0.00180029,-1741.12001
-0.00176405,-1700.533012
-0.00172094,-1658.767255
-0.00167591,-1619.377874
-0.00163527,-1576.405069
-0.0015982,-1537.015688
-0.00155783,-1498.823926
-0.00152708,-1461.820352
-0.00148342,-1423.62859
-0.00144827,-1386.634445
-0.00141175,-1348.433253
-0.00137304,-1312.627297
-0.00133515,-1276.821341
-0.00130494,-1243.401192
-0.00126046,-1205.209429
-0.00122449,-1170.591661
-0.0011822,-1134.549954
-0.00113635,-1097.310628
-0.00110285,-1061.627263
-0.00106385,-1024.85944
-0.00102733,-986.545087
-0.000985323,-950.7391308
-0.000938094,-914.5757756
-0.000906599,-878.1728965
-0.000867883,-841.1721515
-0.000828205,-802.978503
-0.000787484,-767.051842
-0.00074874,-730.2896779
-0.000706948,-694.6025403
-0.000672296,-656.7662917
-0.000639345,-622.2730008
-0.000595,-584.7950942
-0.000562928,-549.4653566
-0.000530417,-512.9417728
-0.000487335,-474.8678859
-0.000449744,-436.5544759
-0.000416395,-398.8379888
-0.00037205,-360.8819781
-0.000336999,-323.7624141
-0.000298145,-286.2845076
-0.000267721,-249.2837624
-0.000225929,-209.2993448
-0.000190864,-169.1961083
-0.000155827,-131.0015169
-0.000117392,-94.55054449
-7.94E-05,-58.07524254
-4.26E-05,-20.68682741
-1.18E-05,20.53283445
2.96E-05,62.36724224
7.35E-05,101.2892688
9.97E-05,138.3852576
0.000136853,176.8184296
0.000178947,215.2506587
0.000224803,255.2350763
0.000272307,295.5778364
0.000309485,337.1134998
0.000348806,377.2176793
0.000391944,421.140092
0.000436619,462.795517
0.000480882,505.0478653
0.000521328,546.4647099
0.000565262,590.1494848
0.000607548,630.7298827
0.000646539,668.4463697
0.000686903,709.5058148
0.00072205,748.5349671
0.000763513,787.4453002
0.000798111,825.6389488
0.000840122,862.4011134
0.000873622,898.9237542
0.00091124,935.3275763
0.000948034,974.1162617
0.00099087,1011.836521
0.00101943,1048.953256
0.00105485,1085.475897
0.00109906,1127.015332
0.00113558,1164.490409
0.0011677,1201.01305
0.00120148,1236.819006
0.00123855,1273.82258
0.00127452,1315.597768
0.00130994,1351.403723
0.00134234,1388.407297
0.00137694,1425.401442
0.00141318,1460.019209
0.00144723,1495.825166
0.00148018,1532.82874
0.00151368,1568.634695
0.00154993,1605.62884
0.00159331,1643.830032
0.00162461,1680.824176
0.0016496,1717.82775
0.00168969,1753.633707
0.00172731,1788.251474
0.00176603,1826.443237
0.00179705,1862.249193
0.00183357,1900.440955
0.00187586,1936.246911
0.00191018,1974.448103
0.00195329,2010.254059
0.00197059,1966.093066
0.00197032,1921.922643
0.00197059,1880.156886
0.00197169,1835.986462
0.00193599,1794.211275
0.00190249,1753.633707
0.00185774,1711.858519
0.00181984,1673.666757
0.00178305,1630.693952
0.00174433,1591.314001
0.00170232,1550.727003
0.00166196,1513.732858
0.00163587,1475.531666
0.00160512,1437.339904
0.00156558,1397.950523
0.00152604,1356.175336
0.00148567,1317.983574
0.001453,1279.791811
0.00141922,1241.600049
0.00138215,1204.596475
0.00134124,1163.17963
0.00130692,1122.602062
0.00126546,1081.892472
0.00123388,1045.492422
0.00120395,1009.686466
0.00116496,969.3446491
0.00112899,930.1947921
0.00109027,893.1949897
0.00105293,855.4785027
0.00102245,816.8067499
0.000979063,779.2090816
0.000940346,741.2540139
0.000899433,703.0603657
0.000862913,663.3145285
0.000819254,622.8529497
0.000782185,580.1234402
0.000736329,540.7359454
0.000698711,499.4379199
0.000654228,457.9022566
0.000614687,414.9341664
0.000564438,372.084895
0.000520779,328.997043
0.000468745,286.9842184
0.000428683,243.6577858
0.000387138,201.4054375
0.000341612,160.1083549
0.00030836,120.242756
0.000263163,81.6790719
0.000215467,41.37252321
0.000171177,0.922624338
0.000133147,-33.40421277
0.000102503,-72.93504434
5.71E-05,-115.6889777
1.52E-05,-155.7082866
-2.70E-05,-193.5445356
-6.71E-05,-231.7391269
-0.000102613,-267.6648447
-0.000144849,-305.3813318
-0.000181995,-345.3657495
-0.000217472,-384.9918247
-0.000260554,-421.873751
-0.000289249,-458.6349725
-0.000328954,-495.7545366
-0.000363194,-531.5614354
-0.000406667,-569.6362649
-0.000442563,-606.9953528
-0.000478877,-643.2794128
-0.000518994,-683.02525
-0.000546865,-717.7580648
-0.000582341,-753.9223631
-0.000623721,-789.9678427
-0.000658374,-826.849769
-0.000690473,-863.4921719
-0.000724247,-897.1499591
-0.000763156,-931.1670314
-0.000796546,-965.421742
-0.000836882,-1000.633604
-0.000870848,-1032.978726
-0.000903442,-1066.040533
-0.000936722,-1098.263064
-0.000976811,-1132.286738
-0.00101031,-1164.150927
-0.0010482,-1202.106938
-0.00107841,-1235.046154
-0.00111932,-1269.663922
-0.00114486,-1301.886453
-0.00118357,-1332.920796
-0.00122339,-1366.340946
-0.00125826,-1402.146902
-0.00130192,-1437.952858
-0.00134393,-1477.342239
-0.00137496,-1511.950576
-0.0014145,-1547.765962
-0.00144635,-1581.176682
-0.00148699,-1616.992068
-0.00152433,-1653.986212
-0.00156031,-1690.989786
-0.00159875,-1726.795742
-0.00163774,-1764.987504
-0.00167151,-1801.991079
-0.00171682,-1837.797035
-0.0017602,-1874.800609
-0.00179535,-1910.606565
-0.00183215,-1948.798327
-0.00185027,-1965.508402
-0.00188624,-1998.928551
-0.00188761,-1955.955746
-0.00188679,-1911.794753
-0.00188624,-1868.831378
-0.001878,-1827.056191
-0.00183874,-1785.281004
-0.00179947,-1744.703435
-0.00176597,-1704.116436
-0.00172451,-1663.538868
-0.00167728,-1622.951869
-0.00164021,-1581.176682
-0.00160012,-1540.599113
-0.00155893,-1503.595539
-0.00152571,-1466.601395
-0.00148589,-1428.409633
-0.0014513,-1392.594247
-0.0014156,-1354.402484
-0.00137469,-1316.210721
-0.00133652,-1280.404766
-0.00130494,-1246.984616
-0.00126265,-1209.981042
-0.00122449,-1173.34524
-0.0011844,-1137.529854
-0.00113937,-1101.365556
-0.00110642,-1065.323848
-0.00106578,-1028.678616
-0.00102953,-990.0059209
-0.000988618,-955.2749922
-0.000941664,-919.2313986
-0.000908714,-884.617403
-0.000868322,-845.7080124
-0.000831418,-809.4230095
-0.000789846,-771.706522
-0.000750415,-735.0641196
-0.000707772,-698.4217167
-0.000673559,-660.4666489
-0.000641048,-625.8535963
-0.000595027,-587.7787668
-0.00056334,-553.2845329
-0.000529566,-515.209703
-0.000487747,-477.0160548
-0.000449736,-439.8964908
-0.000416818,-400.9861576
-0.00037205,-363.1499086
-0.000336587,-325.4334216
-0.000297733,-287.9555151
-0.000267721,-251.3131124
-0.000223815,-210.3734291
-0.000190022,-171.4640389
-0.000154976,-131.8370206
-0.000116547,-94.55054449
-7.81E-05,-58.2303671
-4.18E-05,-22.83169564
-1.10E-05,19.00506965
3.17E-05,60.68435288
7.60E-05,100.8356827
0.000101899,138.9821807
0.000140313,178.4894371
0.000182435,215.9673436
0.00022549,254.6381532
0.000272856,293.906829
0.000308222,335.3236735
0.000352129,376.9781556
0.000393619,420.3045883
0.000436179,460.5275867
0.000481239,503.4966196
0.000524074,546.5835286
0.00056636,588.7170582
0.000608921,630.8496444
0.000650933,670.7143003
0.000688551,709.982976
0.000723698,749.0121283
0.000762964,786.8483774
0.000801131,826.7130329
0.000840946,862.7585125
0.000877191,899.7592579
0.000912613,935.0889955
0.000950506,973.88051
0.000991968,1011.355587
0.0010186,1046.925792
0.00105842,1085.834239
0.00109878,1124.271183
0.00113311,1160.906985
0.00116606,1195.043819
0.00119983,1233.245012
0.0012369,1270.239156
0.00127095,1309.628536
0.00130829,1347.820299
0.00134042,1383.626255
0.00137529,1420.629829
0.00141236,1457.633403
0.00144668,1494.627547
0.00148183,1532.82874
0.0015178,1569.822884
0.00155212,1605.62884
0.00159386,1642.632414
0.00162406,1679.635988
