panel zone shear distortion (rad),panel zone shear force (kN)
2.07E-05,-77.3870722
1.29E-06,-96.5440602
-1.69E-05,-115.3900446
-3.76E-05,-133.6277899
-5.32E-05,-151.8891104
-6.84E-05,-170.1504309
-8.66E-05,-188.2929325
-0.000108104,-207.0323572
-0.000123726,-225.4124964
-0.000140629,-243.7935787
-0.000158793,-262.0548992
-0.00017568,-280.4359814
-0.000191716,-298.4587212
-0.000206928,-316.7200417
-0.000231009,-334.6239627
-0.00024493,-353.005045
-0.000260142,-371.0277848
-0.00028167,-388.9307627
-0.000298145,-407.4316068
-0.000312506,-425.8117461
-0.000334445,-443.8344859
-0.00035136,-462.3353298
-0.000376265,-480.5966504
-0.000399058,-498.9777327
-0.00041553,-517.1192912
-0.000427376,-535.2617931
-0.000442981,-553.5231133
-0.000464959,-571.7844339
-0.000479306,-589.8081167
-0.00050381,-607.7110948
-0.000518582,-626.0921771
-0.000537172,-643.7565744
-0.000549418,-661.5407334
-0.0005735,-679.802054
-0.000595878,-698.1831363
-0.000612353,-716.2058761
-0.000632179,-734.3483776
-0.000649066,-752.2513557
-0.000663866,-770.5126759
-0.000680313,-789.132339
-0.000701457,-807.2748405
-0.000713703,-823.9849154
-0.000730151,-836.874871
-0.000746763,-854.8976108
-0.000769938,-872.3243703
-0.000784162,-890.5856909
-0.000804838,-908.488669
-0.000820819,-925.1987435
-0.00083864,-943.2233694
-0.000855911,-961.3668139
-0.000872908,-978.5483919
-0.000887543,-995.3810576
-0.000904101,-1013.760254
-0.000909153,-1020.681921
-0.000927358,-1037.87293
-0.000930406,-1019.493733
-0.000930406,-1001.463449
-0.000930818,-982.8485015
-0.000930406,-965.2991512
-0.000929445,-947.0425457
-0.000928319,-930.9284511
-0.000927056,-912.7859491
-0.000923569,-894.8820284
-0.000914205,-876.8592886
-0.00089828,-858.1208068
-0.000884331,-840.098067
-0.000869119,-821.4784039
-0.000851051,-803.5744832
-0.000832791,-785.6715051
-0.00081843,-769.200011
-0.000799401,-751.2970329
-0.000781361,-733.2742931
-0.000761069,-715.1317916
-0.000739075,-696.7507093
-0.000719607,-678.4893887
-0.000696349,-661.6604951
-0.000681604,-643.7565744
-0.000665568,-626.3307575
-0.000646951,-608.188256
-0.000630915,-589.9269354
-0.000613589,-572.3813567
-0.000592062,-554.1200366
-0.000569271,-536.2170585
-0.000548979,-517.9547948
-0.00053168,-499.8132364
-0.000514354,-481.3123924
-0.000502547,-463.2896526
-0.000479317,-445.1480941
-0.000465365,-427.1253541
-0.00044596,-409.1026143
-0.000430322,-391.1986933
-0.00041807,-372.8176111
-0.000400324,-354.7948712
-0.000378818,-336.1752083
-0.000354737,-317.7941261
-0.00033656,-299.1754062
-0.000313742,-280.5557433
-0.00029647,-262.2934798
-0.00028167,-243.7935787
-0.000262669,-225.4124964
-0.000247045,-207.5095185
-0.000232272,-189.1284362
-0.000208191,-170.8671158
-0.00019383,-152.6057953
-0.000182435,-134.3435318
-0.000163845,-115.8436308
-0.00014823,-97.15229939
-0.000131746,-78.91483699
-0.000118651,-60.67718604
-0.000100931,-42.74987847
-8.28E-05,-24.51222749
-6.50E-05,-6.588465639
-5.11E-05,12.71502784
-3.12E-05,31.10780339
-1.31E-05,49.7990405
9.72E-06,68.64540215
2.45E-05,86.58468589
4.31E-05,104.5115219
6.12E-05,122.7492672
7.66E-05,139.5791038
0.000103162,157.4820818
0.000117825,175.7434022
0.000129138,193.6473232
0.000140149,211.9086437
0.00015915,230.6480684
0.000179167,248.9093889
0.000195999,267.0518905
0.000214918,285.7903722
0.000236885,303.813112
0.000256381,322.4327749
0.000275739,340.932676
0.000294768,359.5523389
0.000314071,378.053183
0.000324725,395.956161
0.000343726,414.2174815
0.00036108,432.1214024
0.000382498,450.2629609
0.00039911,468.882624
0.000418633,487.5022867
0.000434065,505.883369
0.000453121,524.3832704
0.000465313,542.4069532
0.000487225,560.5485117
0.000505128,578.5712515
0.000521328,596.8325721
0.000546316,614.7364928
0.000559221,633.2363942
0.000578168,651.259134
0.000600409,669.6402159
0.000616335,688.0212982
0.000633908,706.1638001
0.00064956,724.0667778
0.000669879,742.6864409
0.000684158,761.3061035
0.000706948,779.5674242
0.000720128,797.7099256
0.000735231,815.8514846
0.00075555,834.3523286
0.000775869,852.7334109
0.000789049,870.8749693
0.00080827,889.3748703
0.000822274,907.7559526
0.000839573,925.4212929
0.000863187,943.3271001
0.000873622,959.0753085
0.000893666,977.1055921
0.000913711,995.4847883
0.000930736,1013.863985
0.000947211,1032.365772
0.000963411,1050.264035
0.000981259,1068.171728
0.00100597,1086.192582
0.00100927,1089.653415
0.0010219,1071.632562
0.00102245,1053.489117
0.00102245,1035.10992
0.0010219,1016.843885
0.00102245,998.9456221
0.0010219,980.6795869
0.00102107,962.7813239
0.00102217,944.5152882
0.00101943,926.4953774
0.00100515,908.1142951
0.000989222,889.852975
0.000971374,871.9490538
0.000952428,853.5689145
0.00093458,835.6649934
0.000918654,817.5224919
0.000899433,799.4997521
0.000882134,781.4770123
0.000864835,763.5740342
0.000844241,745.5512944
0.000829963,726.9316317
0.000809643,709.0277106
0.000795914,691.0049708
0.000777791,672.7436502
0.000758021,654.1239875
0.000740173,635.981486
0.000724796,617.6013468
0.00070585,598.9816837
0.000690199,580.3620205
0.000670703,562.1007004
0.000651482,543.3612756
0.000636105,524.8613746
0.000617982,506.9574535
0.000595192,488.5763712
0.000577618,470.5536314
0.000558123,452.1734921
0.000539176,433.6726481
0.000525722,415.4113276
0.000505045,397.1500072
0.000475829,379.0075056
0.000462402,360.2690238
0.000443346,342.0067604
0.000428189,323.9840206
0.000411384,305.7227002
0.000391971,286.9842184
0.000374233,268.9614786
0.000350591,250.3418157
0.00033494,231.8409716
0.000320167,213.5796512
0.000301825,194.9599883
0.00027843,176.8184296
0.000259291,158.3175855
0.000239082,139.9365033
0.000216676,122.0335253
0.000195175,104.0466198
0.000176888,86.11921789
0.000157118,67.58310536
0.000140945,49.1903298
0.000128945,30.95267883
0.000116534,12.87015241
9.42E-05,-5.055938663
7.07E-05,-23.2912227
5.50E-05,-41.5324571
3.59E-05,-59.91325647
1.86E-05,-78.30612634
4.12E-07,-96.38846412
-1.86E-05,-115.2353916
-3.89E-05,-133.5080281
-5.49E-05,-152.127691
-7.05E-05,-170.8671158
-9.04E-05,-189.1284362
-0.000110631,-207.6283373
-0.000126274,-225.8906007
-0.000143578,-244.27074
-0.000161731,-262.2934798
-0.000179057,-280.5557433
-0.000193418,-298.6973019
-0.000208191,-316.8398035
-0.000232684,-334.2656202
-0.000247896,-352.6467025
-0.000261845,-371.0277848
-0.000282082,-388.4536015
-0.000299408,-406.8346837
-0.000314181,-425.214823
-0.000336148,-443.3573246
-0.000350097,-461.2612457
-0.000375825,-478.6870622
-0.000398218,-497.3067253
-0.000415539,-515.4482838
-0.000427791,-534.0679469
-0.000445109,-552.4490292
-0.000466631,-570.8301111
-0.000480154,-589.3300125
-0.000505512,-607.7110948
-0.000520285,-626.4495761
-0.000537996,-643.8763361
-0.000552357,-662.6148179
-0.000577289,-681.1156619
-0.000599228,-698.8988778
-0.000614852,-716.802799
-0.000634293,-735.1838813
-0.000652443,-753.5649636
-0.000666804,-771.5877034
-0.00068284,-789.9678427
-0.000703983,-807.8717638
-0.000716229,-824.4620766
-0.000739349,-841.8878931
-0.000752639,-858.9563105
-0.000776089,-876.8592886
-0.000790038,-895.2403709
-0.000812087,-912.6661874
-0.000827684,-930.5701085
-0.000843747,-948.5890763
-0.000862364,-966.4967695
-0.000881695,-984.9985565
-0.000896055,-1003.255162
-0.000910856,-1020.681921
-0.000930845,-1038.589615
-0.000951,-1054.696165
-0.000951824,-1036.797902
-0.000951549,-995.1453063
-0.000951275,-967.213454
-0.000951824,-938.5668033
-0.000949352,-908.2500882
-0.000925216,-877.5759736
-0.000899158,-849.4074271
-0.000872935,-819.6876349
-0.000843857,-791.2814505
-0.000816673,-761.4418966
-0.000785452,-732.3190277
-0.000750552,-702.5992355
-0.000719167,-674.1930512
-0.000690885,-647.4569316
-0.000663838,-620.0050701
-0.000638521,-593.5075309
-0.000610212,-566.7723544
-0.000576026,-538.1266466
-0.000542636,-509.7195193
-0.000516029,-480.7164121
-0.000494089,-453.0250271
-0.000461568,-423.0666542
-0.000430751,-393.1082815
-0.00040877,-365.0594967
-0.000378791,-337.4888163
-0.000341228,-306.9335204
-0.00031333,-280.4359814
-0.000287162,-249.8806855
-0.000260142,-220.6389977
-0.000234798,-191.276605
-0.000201848,-160.7213091
-0.000181584,-132.1953631
-0.000156245,-103.8957387
-0.000129654,-74.16444187
-0.000110208,-47.50027359
-7.73E-05,-17.31501345
-5.49E-05,13.78920652
-2.20E-05,44.89352081
7.19E-06,73.70614071
3.55E-05,103.5930336
6.22E-05,133.1336545
9.92E-05,163.330608
0.000120076,191.2605738
0.000140203,221.0991848
0.000173703,251.2961383
0.000205225,281.8514342
0.000242047,311.3326457
0.000273377,341.4107803
0.000308277,371.9660762
0.000328899,402.4016103
0.00036108,433.075725
0.000389912,463.0340978
0.000422834,493.1122325
0.000450073,523.7872901
0.000479701,554.1030622
0.00051007,584.4197777
0.000543295,614.4979124
0.000570205,644.9334462
0.000604802,675.4887421
0.000631437,706.1638001
0.000663015,736.5993339
0.000690473,767.1546298
0.000716284,796.5160795
0.000744566,826.5942142
0.000777791,856.7911676
0.000802504,884.6013716
0.000824745,911.0979678
0.00085797,940.102018
0.000881859,969.5804003
0.000915633,999.7754677
0.000940346,1026.877474
0.000966432,1055.639172
0.000999382,1083.212681
0.00102574,1112.813655
0.00104606,1143.489655
0.00107462,1173.081198
0.00110372,1201.01305
0.00112679,1227.275781
0.00115562,1254.726699
0.00117978,1282.177618
0.00120532,1308.430918
0.00123827,1335.891267
0.00125694,1362.144567
0.00128605,1386.021491
0.00129566,1394.376528
0.001319,1415.858216
0.00132175,1386.021491
0.00132092,1356.175336
0.00132092,1326.338611
0.00132065,1297.690074
0.00132092,1267.85335
0.00131927,1238.016624
0.00130911,1206.982281
0.0012877,1176.542032
0.00126793,1147.902925
0.00123772,1120.452007
0.0012185,1093.359431
0.00119434,1064.946646
0.00116276,1037.014794
0.0011386,1008.017344
0.00110839,978.8878743
0.00107984,949.0511495
0.00105677,920.0499283
0.00102629,890.8072973
0.000993341,860.7301056
0.000965333,832.8001399
0.000935404,802.961529
0.000906297,773.7188979
0.000877741,743.7605254
0.000845889,714.5178943
0.000817606,684.2021223
0.000792344,654.0042258
0.000759669,623.6884533
0.000732485,593.3717383
0.000702829,563.0550227
0.000673174,532.4997268
0.000644892,502.1830117
0.000613315,472.2246387
0.000578991,442.2662661
0.000548238,412.1890745
0.000521905,382.3495205
0.000484314,352.1525671
0.000452298,321.9556137
0.000423521,291.2805559
0.000397023,260.9638407
0.000362316,230.7668872
0.000334336,200.5699338
0.000304818,170.1343997
0.000272828,140.5334264
0.000236061,112.3658229
0.000201903,82.13265799
0.000169694,52.86645195
0.000146025,25.59357301
0.000125898,-2.451581092
9.32E-05,-31.11261273
6.43E-05,-61.29787286
3.12E-05,-92.09174944
4.12E-07,-122.133484
-2.83E-05,-150.9347879
-5.49E-05,-179.9378951
-8.23E-05,-208.5836029
-0.000112734,-236.8709682
-0.000139349,-264.799991
-0.000163433,-293.0873563
-0.000190864,-323.165491
-0.000223815,-352.6467025
-0.000249159,-382.4853134
-0.000280846,-412.8020287
-0.000303197,-440.6122327
-0.000333594,-468.3026751
-0.000368659,-497.3067253
-0.000400772,-526.4295942
-0.000424842,-554.3586169
-0.00045649,-584.1981713
-0.000481005,-612.3657748
-0.000514354,-642.6824899
-0.000535909,-670.6115126
-0.000569683,-699.01864
-0.00060137,-725.8735782
-0.000627538,-752.7294599
-0.000653294,-782.9264133
-0.000681165,-811.6909397
-0.000708623,-842.0076552
-0.00073567,-863.0140672
-0.000764776,-890.3471101
-0.000793553,-920.3054831
-0.000819968,-946.806794
-0.000848113,-975.5684917
-0.000874116,-1002.896819
-0.000901575,-1032.978726
-0.000921784,-1054.583004
-0.000951549,-1081.552989
-0.000982852,-1109.24909
-0.00100729,-1136.105914
-0.00102898,-1161.64253
-0.00105726,-1188.263603
-0.00108445,-1214.762085
-0.00110944,-1239.817767
-0.00113662,-1263.694691
-0.00116161,-1287.562185
-0.00119071,-1311.439109
-0.00120527,-1328.149184
-0.00123547,-1350.819059
-0.00124014,-1320.982335
-0.00123959,-1291.145609
-0.00123904,-1262.497072
-0.00123877,-1233.857966
-0.00123602,-1205.209429
-0.00122229,-1177.041826
-0.00120197,-1146.724167
-0.00117067,-1116.764851
-0.00114321,-1090.869894
-0.0011185,-1060.665396
-0.00108939,-1030.706081
-0.00106166,-1002.425316
-0.00103914,-974.4934642
-0.00101004,-945.7317664
-0.000982303,-918.9928178
-0.000938644,-888.7949214
-0.000913409,-858.9563105
-0.000889246,-830.6689453
-0.000857366,-802.3815801
-0.000827766,-775.5256984
-0.00079855,-748.4321794
-0.000768538,-718.8321488
-0.000736906,-690.3052602
-0.00070272,-660.4666489
-0.000681165,-636.715145
-0.000657111,-610.694767
-0.000627538,-580.7363944
-0.000600079,-555.7910439
-0.000563779,-525.4743288
-0.000537144,-496.8286211
-0.000513503,-467.8255135
-0.000477614,-437.3899796
-0.00044847,-408.9828525
-0.000420196,-379.8599834
-0.000397391,-353.005045
-0.000361904,-325.9105828
-0.000334885,-295.95221
-0.000306987,-268.6201103
-0.000275355,-237.9450525
-0.000250834,-208.3450222
-0.000216621,-179.1023913
-0.000195944,-149.3825992
-0.00016892,-120.1409113
-0.000144001,-93.01080353
-0.000117819,-62.67041879
-8.44E-05,-33.09396364
-5.95E-05,-3.524590443
-3.00E-05,27.27646237
4.39E-07,58.08240938
3.08E-05,88.26757525
5.83E-05,117.0205029
9.39E-05,145.9047913
0.000116946,176.578906
0.000135563,206.2986981
0.000168486,236.0184903
0.000199734,265.9768631
0.000236446,296.0549977
0.000269396,326.7300555
0.000304021,356.6884283
0.000325329,386.7656199
0.000355451,417.0823351
0.000385134,447.7573929
0.000419402,477.8345846
0.000446476,508.2701183
0.000476818,538.348253
0.000502382,567.5908841
0.000539726,597.7878375
0.000567459,628.9400567
0.000603979,659.8527516
0.000630064,689.692306
0.000662191,720.3664205
0.000691297,751.1602972
0.000717382,780.9998511
0.000740722,808.331951
0.000774496,838.6486661
0.00079866,865.7431281
0.000824745,894.0304934
0.000857696,922.7950202
0.000881585,951.2012041
0.000915359,981.7546139
0.000938424,1007.536411
0.00096396,1037.373136
0.00099746,1064.946646
0.00102602,1093.830934
0.00104716,1123.667659
0.00107599,1152.91029
0.00110565,1181.794578
0.00113091,1209.368087
0.00115837,1236.819006
0.00118308,1266.665161
0.00120889,1295.304268
0.00124129,1325.140993
0.00126189,1353.78953
0.00128934,1382.438067
0.0013039,1397.950523
0.00132477,1421.827447
0.00132312,1391.981292
0.00132175,1362.144567
0.00132175,1332.307842
0.00132092,1302.471117
0.00132147,1272.624962
0.0013201,1241.600049
0.00130911,1211.753894
0.00128715,1181.436236
0.00126518,1152.797129
0.0012347,1123.196156
0.00121328,1092.397564
0.00118363,1064.229961
0.0011537,1033.440799
0.00113118,1007.659002
0.0011007,977.6996863
0.0010705,947.0236857
0.00104936,916.8276749
0.00101394,886.988121
0.000986202,858.7007557
0.000955997,829.4581247
0.000929637,799.8580946
0.000898334,771.4509673
0.000869228,740.7768527
0.000837926,710.5798993
0.000810467,680.0246034
0.000781636,649.4693075
0.000749509,618.4368504
0.000724247,590.1494848
0.000697063,560.0713505
0.000663838,529.9932158
0.000637478,499.1993391
0.00060288,469.2409665
0.000569655,438.9242511
0.000539726,408.8470595
0.000512212,378.7689249
0.000471628,348.9303139
0.000442879,318.6135987
0.000417315,287.8197221
0.000387221,257.1446644
0.000352513,226.3507879
0.000327196,196.1538345
0.000295509,166.672623
0.000260197,136.7142502
0.00022722,107.2688729
0.000190864,77.0838956
0.00016099,49.03520523
0.000138913,19.00506965
0.000116507,-9.194020827
7.81E-05,-38.76331858
4.78E-05,-70.48822541
1.82E-05,-100.6734856
-1.01E-05,-130.4055368
-4.56E-05,-160.6024903
-6.59E-05,-186.0250019
-9.76E-05,-215.6259752
-0.000127529,-244.9874249
-0.000155396,-274.5874553
-0.00018411,-304.3072474
-0.000212859,-333.7884589
-0.000242816,-361.598663
-0.000267309,-391.5570358
-0.000296882,-419.0088974
-0.000326016,-447.1765009
-0.000351332,-475.9419704
-0.000388072,-504.5876781
-0.000419756,-534.5460511
-0.000443415,-562.5948355
-0.000470439,-591.9562852
-0.000505073,-621.7948966
-0.000527012,-649.0081773
-0.000556585,-677.7736467
-0.000587421,-705.1057466
-0.000613177,-730.8866007
-0.000640608,-760.9647355
-0.000666831,-789.0135199
-0.000694674,-816.1070393
-0.000719607,-843.9172434
-0.000745775,-868.9823556
-0.000777462,-897.6280633
-0.000806897,-924.9601631
-0.000834768,-954.8034891
-0.000861485,-982.9710927
-0.000882958,-1007.791023
-0.000901932,-1030.111986
-0.000935623,-1058.873684
-0.000961709,-1085.259005
-0.000991639,-1111.153963
-0.0010169,-1137.058351
-0.00103722,-1163.075899
-0.0010644,-1188.980287
-0.00109214,-1214.762085
-0.0011152,-1242.213003
-0.00114596,-1267.278115
-0.00117424,-1293.531416
-0.00120279,-1319.794146
-0.00123355,-1347.245065
-0.00123684,-1316.210721
-0.00123602,-1287.562185
-0.00123629,-1258.923078
-0.00123575,-1230.274541
-0.00123437,-1201.267662
-0.00121872,-1172.864307
-0.00119181,-1143.621676
-0.00116051,-1115.09573
-0.00112893,-1085.853099
-0.00110202,-1054.941347
-0.00107209,-1026.528562
-0.00104793,-999.5585764
-0.00102322,-970.9100396
-0.000996581,-941.9088185
-0.000963082,-913.7402719
-0.00092464,-885.2143259
-0.000900339,-856.9269607
-0.000875324,-828.4010146
-0.00084512,-800.2324681
-0.000814256,-772.0648646
-0.000785892,-744.8515838
-0.000757527,-716.802799
-0.000722984,-688.0382726
-0.000695114,-661.5407334
-0.000668479,-635.7598792
-0.000644013,-606.5172486
-0.000617406,-579.5425482
-0.000586982,-552.0906867
-0.000551093,-521.4165717
-0.000525337,-492.5322836
-0.000500844,-463.6479951
-0.000466203,-435.2408678
-0.000433711,-404.5667531
-0.00041173,-375.9210454
-0.000385134,-348.5889456
-0.000346692,-319.7046572
-0.000321814,-291.7746913
-0.000292653,-263.0101647
-0.000260142,-232.5736876
-0.000237324,-203.9289229
-0.000201024,-174.2091307
-0.000179469,-144.2507579
-0.000154125,-115.2353916
-0.000128792,-86.73264361
-0.000100076,-57.62165645
-7.35E-05,-31.41097997
-4.73E-05,-0.152776479
-1.69E-05,30.95267883
1.27E-05,61.60340697
4.52E-05,91.33508101
7.26E-05,121.6751828
0.000108626,151.394975
0.00012749,181.9502709
0.000150445,211.1929018
0.000181721,241.6284358
0.000212447,271.8253893
0.000251246,302.0232857
0.000281148,332.2202392
0.000312973,362.4171926
0.000335269,392.7339079
0.000366929,423.2892038
0.000396447,453.4861574
0.000426981,484.2800336
0.000455318,514.5967492
0.000486511,545.0322829
0.000516935,575.3489985
0.000549611,606.023113
0.000579266,636.3398281
0.000614962,667.2534665
0.000641871,697.6890007
0.000671527,728.0057158
0.000701731,757.9640888
0.000726718,787.683881
0.000758021,818.2391769
0.000782185,844.1388498
0.000811016,874.3367462
0.000834081,901.3105035
0.000864835,928.8821268
0.000893117,959.32049
0.000921125,988.0821874
0.000948309,1016.01404
0.00097412,1045.492422
0.00100927,1072.349247
0.00103068,1101.469286
0.00105677,1131.551193
0.00108643,1161.387918
0.00111498,1190.272207
0.00114052,1217.723125
0.00116853,1247.55985
0.00119434,1275.020199
0.00122125,1304.856924
0.00124871,1335.891267
0.00127205,1363.342185
0.00130198,1391.981292
0.00130582,1397.950523
0.00132449,1366.91618
0.00132449,1337.079455
0.00132394,1307.24273
0.00132477,1276.208387
0.00132394,1246.371662
0.00131378,1216.534937
0.00129044,1185.500594
0.00126738,1157.210399
0.00123662,1127.732017
0.00121878,1100.875192
0.00119132,1071.39681
0.00116221,1043.700709
0.00113722,1014.458079
0.00110592,983.904669
0.00107682,954.6620379
0.0010532,924.2274467
0.00102602,894.507655
0.000991144,865.0264431
0.000961489,835.6649934
0.000933207,806.0649633
0.000904101,776.5837515
0.000874171,745.9086939
0.000842044,715.9503213
0.000818155,688.6182215
0.000791795,658.3015059
0.000759394,628.461952
0.000731661,598.7431028
0.000703104,568.7837872
0.000674273,538.5868338
0.000646265,508.1512996
0.000614413,477.9543463
0.000581463,447.8762115
0.000549061,418.0376007
0.000522976,387.8397042
0.000481898,358.1199121
0.000453478,327.8041398
0.000424949,297.1290821
0.000397792,266.693548
0.000363222,235.6610909
0.000334555,205.4631944
0.000307097,175.266241
0.000271922,145.5464488
0.000237269,117.0205029
0.000200997,86.58468589
0.000169474,57.30659799
0.000142867,28.19551649
0.000121504,-1.992054036
8.70E-05,-29.11937993
5.91E-05,-60.06847533
2.62E-05,-91.01757073
-2.53E-06,-119.6750661
-3.51E-05,-150.5764454
-5.78E-05,-177.9085451
-8.83E-05,-206.9125954
-0.000121622,-235.5583031
-0.000145253,-263.2487454
-0.000176531,-293.9228601
-0.000199761,-323.5238334
-0.000236061,-351.3340375
-0.000259703,-381.4112291
-0.000287985,-408.9828525
-0.000320963,-439.1798059
-0.000345456,-468.3026751
-0.000379642,-496.2326408
-0.000411307,-526.7879367
-0.000435391,-554.8357786
-0.000466213,-584.9139128
-0.000501256,-613.9179631
-0.00052196,-642.2053287
-0.000547743,-668.7019244
-0.000579403,-697.2288135
-0.00060936,-726.2319207
-0.000638521,-754.5192859
-0.000659198,-781.6128054
-0.000688771,-810.3782748
-0.000712001,-837.2332135
-0.000743139,-863.6109905
-0.000771091,-890.3471101
-0.00080028,-919.5887981
-0.000827382,-947.5140487
-0.000855636,-975.33274
-0.000878372,-1001.708631
-0.000901492,-1027.490428
-0.000930845,-1054.102071
-0.000958963,-1082.033923
-0.000987245,-1106.504941
-0.00101553,-1133.352336
-0.00103695,-1162.000872
-0.00106468,-1188.376763
-0.00109461,-1214.762085
-0.0011152,-1241.015385
-0.00114705,-1266.080497
-0.00117314,-1291.145609
-0.00120252,-1318.596528
-0.001233,-1346.047447
-0.00123712,-1316.210721
-0.00123684,-1286.373997
-0.00123684,-1258.923078
-0.00123629,-1230.274541
-0.00123492,-1200.909319
-0.0012146,-1171.553528
-0.00118659,-1141.471621
-0.00115584,-1113.784951
-0.00112426,-1085.372166
-0.00109845,-1055.299689
-0.00107127,-1029.876235
-0.00104408,-999.6811672
-0.00101882,-971.5135636
-0.000992462,-942.8640838
-0.00096061,-914.6955373
-0.000922635,-886.5279338
-0.000897346,-857.882226
-0.000872084,-828.8781758
-0.000841083,-800.2324681
-0.000811593,-771.8262842
-0.000783365,-744.3744226
-0.000753463,-716.4444565
-0.000716641,-685.7703419
-0.000690034,-659.0342223
-0.000662163,-630.627095
-0.000637698,-603.2949951
-0.000614028,-578.3496451
-0.000580254,-551.1363639
-0.000548567,-521.4165717
-0.00052325,-491.3384374
-0.000495764,-462.5739106
-0.000462004,-432.7343566
-0.000429062,-403.4926687
-0.000407106,-373.534296
-0.000379642,-346.321015
-0.000342051,-317.3169648
-0.000319673,-291.7746913
-0.000288425,-261.9360804
-0.000257616,-231.022442
-0.00023521,-202.8548385
-0.000200173,-172.8955227
-0.000176943,-142.9371499
-0.000154141,-115.8436308
-0.000129217,-86.12393291
-9.92E-05,-56.23713431
-7.14E-05,-28.3435685
-4.60E-05,2.760708045
-1.69E-05,33.70984117
1.14E-05,64.0502259
4.48E-05,95.16632773
7.31E-05,125.0171978
0.000107281,154.9755706
0.00012447,183.9796208
0.000150226,213.3410705
0.000181501,243.8963664
0.000214012,273.9745011
0.000252509,304.8871964
0.000285075,335.0841498
0.000314922,365.5206269
0.000338756,395.7175804
0.000369839,426.1531144
0.000400483,456.8281721
0.000431978,487.5022867
0.000458119,518.2961634
0.000490712,548.8514593
0.000520779,578.929594
0.00055318,609.6037086
0.000583385,639.9204241
0.000616335,669.759978
0.00064599,699.9569314
0.000675371,730.5122273
0.000706948,761.4249227
0.000730837,791.2644766
0.000763513,821.8197725
0.000786303,847.7203883
0.000812115,875.8879919
0.000839848,905.6077841
0.000868954,933.1794073
0.000895314,960.3955176
0.000923047,989.2798056
0.000951055,1017.324818
0.000979063,1046.925792
0.00101668,1076.762517
0.00103288,1106.486081
0.00106116,1135.841873
0.00108862,1164.726161
0.00111745,1191.469825
0.00114299,1218.920743
0.00117182,1248.757468
0.00119901,1279.791811
0.00122674,1309.628536
0.00125255,1340.662879
0.00127589,1365.727992
0.001305,1394.376528
0.00131049,1403.919754
0.00132586,1372.885411
0.00132614,1343.048686
0.00132559,1313.211961
0.00132641,1283.375236
0.00132559,1253.529081
0.00131763,1222.494738
0.00129731,1192.658013
0.00127177,1163.415382
0.00124569,1135.964463
0.00122537,1107.79686
0.00119763,1077.837544
0.00116853,1047.642477
0.00114189,1020.549901
0.00111114,990.2322424
0.00108478,960.5086781
0.0010554,929.8373926
0.00103673,901.0719227
0.00100048,873.5012425
0.000970825,844.616954
0.000939522,814.4200006
0.000912064,783.8647047
0.000880486,753.1896471
0.000850557,722.9926937
0.00082145,692.914559
0.000796463,662.5978435
0.000763238,632.7592326
0.000735231,601.9653563
0.000705301,571.8872216
0.000676469,542.0486107
0.000648187,511.254734
0.000614687,480.2222769
0.000581737,449.9055614
0.000552082,419.7086081
0.000524074,389.8690542
0.000484946,359.9106814
0.000455126,329.7137279
0.000427338,299.1584321
0.000400428,268.9614786
0.000366984,237.8092596
0.000336038,207.731125
0.000310419,177.892514
0.000275794,147.6955606
0.000241169,119.0498528
0.000204319,88.56594252
0.000172797,60.68435288
0.000145613,33.10113048
0.000125925,4.133310553
9.93E-05,-21.91264153
6.54E-05,-52.71613672
3.72E-05,-82.59095915
7.61E-06,-113.552125
-2.70E-05,-143.4152542
-5.36E-05,-172.8955227
-7.98E-05,-200.5869079
-0.000117399,-229.2326157
-0.000139764,-257.8773805
-0.000167662,-287.1200114
-0.000195093,-317.5555454
-0.000229718,-345.7240919
-0.000253388,-376.0408072
-0.000282082,-404.5667531
-0.00031333,-433.809384
-0.000341228,-463.5282334
-0.000375825,-491.4581991
-0.000406675,-521.6551525
-0.000430745,-550.3008602
-0.000462001,-578.946568
-0.000495353,-609.0237597
-0.000521548,-638.5049711
-0.000544339,-664.8827486
-0.000573472,-692.3346101
-0.000606862,-720.3833945
-0.000631767,-748.0738369
-0.000656699,-778.2717333
-0.000685393,-807.1550788
-0.000709886,-834.1297791
-0.000740338,-859.5532338
-0.000767632,-886.0498296
-0.000794019,-913.1442916
-0.00082167,-939.9992303
-0.000848305,-968.1658908
-0.00087667,-996.6918368
-0.000895232,-1019.0128
-0.000920191,-1044.794597
-0.000952373,-1073.556295
-0.000983126,-1100.054777
-0.00100866,-1125.119889
-0.00103036,-1152.457647
-0.00105534,-1179.069289
-0.0010861,-1205.086838
-0.00110861,-1232.660348
-0.00113552,-1256.527842
-0.00116325,-1282.790572
-0.00119456,-1309.053302
-0.00120527,-1319.794146
-0.00123327,-1344.859258
-0.00123712,-1313.824915
-0.00123547,-1285.176378
-0.00123739,-1256.527842
-0.00123602,-1227.888735
-0.00123437,-1197.448486
-0.00121241,-1167.017667
-0.00118714,-1138.963224
-0.00115502,-1110.559869
-0.00112234,-1081.911332
-0.0010979,-1052.310359
-0.00106797,-1024.85944
-0.00104463,-997.2859306
-0.00101718,-966.7325208
-0.000988618,-937.0155576
-0.000958414,-909.8022769
-0.00091945,-881.2753878
-0.000892376,-852.1525189
-0.000868624,-824.5818383
-0.000838722,-796.4132917
-0.000809506,-767.767584
-0.000780455,-739.4802188
-0.00074874,-709.1644467
-0.000714115,-682.6669075
