panel zone shear distortion (rad),panel zone shear force (kN)
0,0
0.001917443,441.0283676
0.003195739,671.5012565
0.004713715,904.8194896
0.005272969,978.7984416
0.005992011,1049.932049
0.006790945,1106.838935
0.007749667,1166.591166
0.008468708,1200.735298
0.009587217,1237.724774
0.010785619,1263.332872
0.011824234,1294.63166
0.01310253,1317.394414
0.014620506,1334.46648
0.015898802,1354.38389
0.017097204,1374.3013
0.018774967,1388.528022
0.019893475,1399.909399
