id,experimental_program,date,specimen_designation,northridge,specimen_type,comments,loading_protocol,slab,connection_type,t_pl,rbs_cut,s_h,d_h,section_b,d_b,d_bg,t_bw,b_bf,t_bf,r_b,a_b,i_xb,z_xb,z_xb_bfp,r_yb,b_fb_rbs,d_gb_rbs,a_b_rbs,i_xb_rbs,z_xb_rbs,d_bm,d_bgm,t_bwm,b_bfm,t_bfm,z_xbm,steel_b,f_yb,f_ybw,f_ybf,f_yb_mill,f_yb_avg,l_b,l_fc,l_o,lo_db,section_c,d_c,t_cw,b_cf,c_c,t_cf,r_c,a_c,i_xc,d_cm,t_wcm,c_cm,b_fcm,t_fcm,steel_c,f_yc,f_ydp,f_ycw,f_ycf,f_yc_mill,fyc_avg,h_c,t_dp,n_dp,t_dp_tot,lat,lon
Author_2021_SN1,Author,2021,SN1,Post,Exterior_Subassembly,NA,Ramped_Symmetric_Cyclic_AISC,NO,RBS,NA,75%,NA,NA,W36x150,91.86,45.93,15.88,304.8,23.88,20.07,28516.07,3762732087,9520884,NA,62.9,228.6,455.93,24877.37,3045438700,7905329,NR,NR,NR,NR,NR,NR,ASTM A992 Gr. 50,344.7379543,358.5274725,399.896027,NA,379.8241715,3581.4,3224.53,3224.53,3.536211699,W27x194,713.74,19.05,355.6,600.075,34.036,29.972,36903.152,3271579005,NR,NR,NR,NR,NR,ASTM A992 Gr. 50,344.7379543,NA,434.3698225,427.4750634,NR,429.7980921,3810,0,0,0, 47.519962, 6.733597
